waveform	[0]
t0	01-01-1904  00:00:00.000000
delta t	2.500000E-5

time	Y[0]
01-01-1904  00:00:00.010450	6.082288E-1
01-01-1904  00:00:00.010475	6.146035E-1
01-01-1904  00:00:00.010500	6.133286E-1
01-01-1904  00:00:00.010525	6.158784E-1
01-01-1904  00:00:00.010550	6.146035E-1
01-01-1904  00:00:00.010575	6.235281E-1
01-01-1904  00:00:00.010600	6.031290E-1
01-01-1904  00:00:00.010625	6.197033E-1
01-01-1904  00:00:00.010650	6.133286E-1
01-01-1904  00:00:00.010675	6.209782E-1
01-01-1904  00:00:00.010700	6.120536E-1
01-01-1904  00:00:00.010725	6.171534E-1
01-01-1904  00:00:00.010750	6.107787E-1
01-01-1904  00:00:00.010775	6.133286E-1
01-01-1904  00:00:00.010800	6.082288E-1
01-01-1904  00:00:00.010825	6.209782E-1
01-01-1904  00:00:00.010850	6.133286E-1
01-01-1904  00:00:00.010875	6.158784E-1
01-01-1904  00:00:00.010900	6.120536E-1
01-01-1904  00:00:00.010925	6.133286E-1
01-01-1904  00:00:00.010950	6.273529E-1
01-01-1904  00:00:00.010975	6.095037E-1
01-01-1904  00:00:00.011000	6.209782E-1
01-01-1904  00:00:00.011025	6.095037E-1
01-01-1904  00:00:00.011050	6.171534E-1
01-01-1904  00:00:00.011075	6.120536E-1
01-01-1904  00:00:00.011100	6.209782E-1
01-01-1904  00:00:00.011125	6.171534E-1
01-01-1904  00:00:00.011150	6.158784E-1
01-01-1904  00:00:00.011175	6.222531E-1
01-01-1904  00:00:00.011200	6.044040E-1
01-01-1904  00:00:00.011225	6.197033E-1
01-01-1904  00:00:00.011250	6.107787E-1
01-01-1904  00:00:00.011275	6.184283E-1
01-01-1904  00:00:00.011300	6.146035E-1
01-01-1904  00:00:00.011325	6.133286E-1
01-01-1904  00:00:00.011350	6.222531E-1
01-01-1904  00:00:00.011375	6.069539E-1
01-01-1904  00:00:00.011400	6.222531E-1
01-01-1904  00:00:00.011425	6.107787E-1
01-01-1904  00:00:00.011450	6.197033E-1
01-01-1904  00:00:00.011475	6.082288E-1
01-01-1904  00:00:00.011500	6.146035E-1
01-01-1904  00:00:00.011525	6.158784E-1
01-01-1904  00:00:00.011550	6.120536E-1
01-01-1904  00:00:00.011575	6.209782E-1
01-01-1904  00:00:00.011600	6.120536E-1
01-01-1904  00:00:00.011625	6.158784E-1
01-01-1904  00:00:00.011650	6.082288E-1
01-01-1904  00:00:00.011675	6.171534E-1
01-01-1904  00:00:00.011700	6.158784E-1
01-01-1904  00:00:00.011725	6.158784E-1
01-01-1904  00:00:00.011750	6.095037E-1
01-01-1904  00:00:00.011775	6.158784E-1
01-01-1904  00:00:00.011800	6.082288E-1
01-01-1904  00:00:00.011825	6.158784E-1
01-01-1904  00:00:00.011850	6.171534E-1
01-01-1904  00:00:00.011875	6.184283E-1
01-01-1904  00:00:00.011900	6.222531E-1
01-01-1904  00:00:00.011925	6.044040E-1
01-01-1904  00:00:00.011950	6.197033E-1
01-01-1904  00:00:00.011975	6.133286E-1
01-01-1904  00:00:00.012000	6.209782E-1
01-01-1904  00:00:00.012025	6.133286E-1
01-01-1904  00:00:00.012050	6.158784E-1
01-01-1904  00:00:00.012075	6.146035E-1
01-01-1904  00:00:00.012100	6.082288E-1
01-01-1904  00:00:00.012125	6.209782E-1
01-01-1904  00:00:00.012150	6.146035E-1
01-01-1904  00:00:00.012175	6.197033E-1
01-01-1904  00:00:00.012200	6.133286E-1
01-01-1904  00:00:00.012225	6.146035E-1
01-01-1904  00:00:00.012250	6.133286E-1
01-01-1904  00:00:00.012275	6.184283E-1
01-01-1904  00:00:00.012300	6.146035E-1
01-01-1904  00:00:00.012325	6.158784E-1
01-01-1904  00:00:00.012350	6.146035E-1
01-01-1904  00:00:00.012375	6.107787E-1
01-01-1904  00:00:00.012400	6.158784E-1
01-01-1904  00:00:00.012425	6.171534E-1
01-01-1904  00:00:00.012450	6.209782E-1
01-01-1904  00:00:00.012475	6.107787E-1
01-01-1904  00:00:00.012500	6.158784E-1
01-01-1904  00:00:00.012525	6.095037E-1
01-01-1904  00:00:00.012550	6.184283E-1
01-01-1904  00:00:00.012575	6.158784E-1
01-01-1904  00:00:00.012600	6.209782E-1
01-01-1904  00:00:00.012625	6.146035E-1
01-01-1904  00:00:00.012650	6.158784E-1
01-01-1904  00:00:00.012675	6.107787E-1
01-01-1904  00:00:00.012700	6.158784E-1
01-01-1904  00:00:00.012725	6.184283E-1
01-01-1904  00:00:00.012750	6.171534E-1
01-01-1904  00:00:00.012775	6.158784E-1
01-01-1904  00:00:00.012800	6.146035E-1
01-01-1904  00:00:00.012825	6.146035E-1
01-01-1904  00:00:00.012850	6.120536E-1
01-01-1904  00:00:00.012875	6.184283E-1
01-01-1904  00:00:00.012900	6.184283E-1
01-01-1904  00:00:00.012925	6.146035E-1
01-01-1904  00:00:00.012950	6.146035E-1
01-01-1904  00:00:00.012975	6.133286E-1
01-01-1904  00:00:00.013000	6.248030E-1
01-01-1904  00:00:00.013025	6.082288E-1
01-01-1904  00:00:00.013050	6.248030E-1
01-01-1904  00:00:00.013075	6.056789E-1
01-01-1904  00:00:00.013100	6.171534E-1
01-01-1904  00:00:00.013125	6.120536E-1
01-01-1904  00:00:00.013150	6.171534E-1
01-01-1904  00:00:00.013175	6.235281E-1
01-01-1904  00:00:00.013200	6.107787E-1
01-01-1904  00:00:00.013225	6.158784E-1
01-01-1904  00:00:00.013250	6.095037E-1
01-01-1904  00:00:00.013275	6.197033E-1
01-01-1904  00:00:00.013300	6.133286E-1
01-01-1904  00:00:00.013325	6.209782E-1
01-01-1904  00:00:00.013350	6.158784E-1
01-01-1904  00:00:00.013375	6.209782E-1
01-01-1904  00:00:00.013400	6.031290E-1
01-01-1904  00:00:00.013425	6.197033E-1
01-01-1904  00:00:00.013450	6.107787E-1
01-01-1904  00:00:00.013475	6.209782E-1
01-01-1904  00:00:00.013500	6.158784E-1
01-01-1904  00:00:00.013525	6.133286E-1
01-01-1904  00:00:00.013550	6.158784E-1
01-01-1904  00:00:00.013575	6.082288E-1
01-01-1904  00:00:00.013600	6.184283E-1
01-01-1904  00:00:00.013625	6.158784E-1
01-01-1904  00:00:00.013650	6.197033E-1
01-01-1904  00:00:00.013675	6.120536E-1
01-01-1904  00:00:00.013700	6.107787E-1
01-01-1904  00:00:00.013725	6.248030E-1
01-01-1904  00:00:00.013750	6.069539E-1
01-01-1904  00:00:00.013775	6.248030E-1
01-01-1904  00:00:00.013800	6.133286E-1
01-01-1904  00:00:00.013825	6.158784E-1
01-01-1904  00:00:00.013850	6.095037E-1
01-01-1904  00:00:00.013875	6.171534E-1
01-01-1904  00:00:00.013900	6.146035E-1
01-01-1904  00:00:00.013925	6.235281E-1
01-01-1904  00:00:00.013950	6.107787E-1
01-01-1904  00:00:00.013975	6.222531E-1
01-01-1904  00:00:00.014000	6.056789E-1
01-01-1904  00:00:00.014025	6.197033E-1
01-01-1904  00:00:00.014050	6.146035E-1
01-01-1904  00:00:00.014075	6.197033E-1
01-01-1904  00:00:00.014100	6.146035E-1
01-01-1904  00:00:00.014125	6.158784E-1
01-01-1904  00:00:00.014150	6.133286E-1
01-01-1904  00:00:00.014175	6.146035E-1
01-01-1904  00:00:00.014200	6.133286E-1
01-01-1904  00:00:00.014225	6.197033E-1
01-01-1904  00:00:00.014250	6.133286E-1
