time,Y[0],col_2
01-01-1904,00:00:00.044500,0.6222531
01-01-1904,00:00:00.044600,0.6235281
01-01-1904,00:00:00.044700,0.6158784
01-01-1904,00:00:00.044800,0.6158784
01-01-1904,00:00:00.044900,0.6133286
01-01-1904,00:00:00.045000,0.6197033
01-01-1904,00:00:00.045100,0.6133286
01-01-1904,00:00:00.045200,0.6209782
01-01-1904,00:00:00.045300,0.6324527
01-01-1904,00:00:00.045400,0.6273529
01-01-1904,00:00:00.045500,0.6324527
01-01-1904,00:00:00.045600,0.6286279
01-01-1904,00:00:00.045700,0.6337276
01-01-1904,00:00:00.045800,0.6299028
01-01-1904,00:00:00.045900,0.626078
01-01-1904,00:00:00.046000,0.626078
01-01-1904,00:00:00.046100,0.6146035
01-01-1904,00:00:00.046200,0.6197033
01-01-1904,00:00:00.046300,0.6197033
01-01-1904,00:00:00.046400,0.6197033
01-01-1904,00:00:00.046500,0.6133286
01-01-1904,00:00:00.046600,0.6209782
01-01-1904,00:00:00.046700,0.6235281
01-01-1904,00:00:00.046800,0.626078
01-01-1904,00:00:00.046900,0.6171534
01-01-1904,00:00:00.047000,0.6197033
01-01-1904,00:00:00.047100,0.624803
01-01-1904,00:00:00.047200,0.624803
01-01-1904,00:00:00.047300,0.6197033
01-01-1904,00:00:00.047400,0.6158784
01-01-1904,00:00:00.047500,0.6184283
01-01-1904,00:00:00.047600,0.6184283
01-01-1904,00:00:00.047700,0.626078
01-01-1904,00:00:00.047800,0.626078
01-01-1904,00:00:00.047900,0.6299028
01-01-1904,00:00:00.048000,0.6222531
01-01-1904,00:00:00.048100,0.6273529
01-01-1904,00:00:00.048200,0.626078
01-01-1904,00:00:00.048300,0.6286279
01-01-1904,00:00:00.048400,0.6273529
01-01-1904,00:00:00.048500,0.6337276
01-01-1904,00:00:00.048600,0.6311777
01-01-1904,00:00:00.048700,0.6311777
01-01-1904,00:00:00.048800,0.6286279
01-01-1904,00:00:00.048900,0.6299028
01-01-1904,00:00:00.049000,0.6286279
01-01-1904,00:00:00.049100,0.6286279
01-01-1904,00:00:00.049200,0.626078
01-01-1904,00:00:00.049300,0.6158784
01-01-1904,00:00:00.049400,0.6209782
01-01-1904,00:00:00.049500,0.6311777
01-01-1904,00:00:00.049600,0.6273529
01-01-1904,00:00:00.049700,0.6197033
01-01-1904,00:00:00.049800,0.6209782
01-01-1904,00:00:00.049900,0.6146035
01-01-1904,00:00:00.050000,0.624803
01-01-1904,00:00:00.050100,0.626078
01-01-1904,00:00:00.050200,0.6235281
01-01-1904,00:00:00.050300,0.6235281
01-01-1904,00:00:00.050400,0.6209782
01-01-1904,00:00:00.050500,0.624803
01-01-1904,00:00:00.050600,0.6209782
01-01-1904,00:00:00.050700,0.6273529
01-01-1904,00:00:00.050800,0.6235281
01-01-1904,00:00:00.050900,0.6311777
01-01-1904,00:00:00.051000,0.624803
01-01-1904,00:00:00.051100,0.6222531
01-01-1904,00:00:00.051200,0.6209782
01-01-1904,00:00:00.051300,0.6209782
